iso3;country;residence_type;service_type;year;uncorrected_coverage;population;service_level;coverage
CRI;Costa Rica;urban;Drinking water;2017;0;0;Surface water;0
CRI;Costa Rica;urban;Drinking water;2017;0.00468;18.355.397;Unimproved;0.0000468
CRI;Costa Rica;urban;Drinking water;2018;1.943.902;77.742.829.047;Basic service;0.1943902
CRI;Costa Rica;urban;Drinking water;2018;0.17313;692.401.977;Limited service;0.0017313
CRI;Costa Rica;urban;Drinking water;2018;8.038.785;321.496.599.603;Safely managed service;0.8038785
CRI;Costa Rica;urban;Drinking water;2018;0;0;Surface water;0
CRI;Costa Rica;urban;Drinking water;2018;0;0;Unimproved;0
CRI;Costa Rica;urban;Drinking water;2019;1.945.041;79.192.149.353;Basic service;0.1945041
CRI;Costa Rica;urban;Drinking water;2019;0.16174;658.516.944;Limited service;0.0016174
CRI;Costa Rica;urban;Drinking water;2019;8.038.785;327.298.311.319;Safely managed service;0.8038785
CRI;Costa Rica;urban;Drinking water;2019;0;0;Surface water;0
CRI;Costa Rica;urban;Drinking water;2019;0;0;Unimproved;0
CRI;Costa Rica;urban;Drinking water;2020;194.618;80.532.611.769;Basic service;0.194618
CRI;Costa Rica;urban;Drinking water;2020;0.15035;622.133.921;Limited service;0.0015035
CRI;Costa Rica;urban;Drinking water;2020;8.038.785;332.643.556.707;Safely managed service;0.8038785
CRI;Costa Rica;urban;Drinking water;2020;0;0;Surface water;0
CRI;Costa Rica;urban;Drinking water;2020;0;0;Unimproved;0
CRI;Costa Rica;urban;Drinking water;2021;194.618;81.673.589.188;Basic service;0.194618
CRI;Costa Rica;urban;Drinking water;2021;0.15035;630.948.248;Limited service;0.0015035
CRI;Costa Rica;urban;Drinking water;2021;8.038.785;337.356.414.995;Safely managed service;0.8038785
CRI;Costa Rica;urban;Drinking water;2021;0;0;Surface water;0
CRI;Costa Rica;urban;Drinking water;2021;0;0;Unimproved;0
CRI;Costa Rica;urban;Drinking water;2022;194.618;82.721.539.187;Basic service;0.194618
CRI;Costa Rica;urban;Drinking water;2022;0.15035;639.043.915;Limited service;0.0015035
CRI;Costa Rica;urban;Drinking water;2022;8.038.785;34.168.501.936;Safely managed service;0.8038785
CRI;Costa Rica;urban;Drinking water;2022;0;0;Surface water;0
CRI;Costa Rica;urban;Drinking water;2022;0;0;Unimproved;0
ECU;Ecuador;urban;Drinking water;2000;2.257.199;171.855.426.072;Basic service;0.2257199
ECU;Ecuador;urban;Drinking water;2000;0.59913;4.561.608.161;Limited service;0.0059913
ECU;Ecuador;urban;Drinking water;2000;6.824.119;519.564.996.065;Safely managed service;0.6824119
ECU;Ecuador;urban;Drinking water;2000;0.28459;2.166.802.654;Surface water;0.0028459
ECU;Ecuador;urban;Drinking water;2000;830.309;63.216.862.199;Unimproved;0.0830309
ECU;Ecuador;urban;Drinking water;2001;2.270.003;177.286.075.249;Basic service;0.2270003
ECU;Ecuador;urban;Drinking water;2001;0.60253;4.705.755.371;Limited service;0.0060253
ECU;Ecuador;urban;Drinking water;2001;6.862.828;535.983.294.655;Safely managed service;0.6862828
ECU;Ecuador;urban;Drinking water;2001;0.28459;2.222.666.077;Surface water;0.0028459
ECU;Ecuador;urban;Drinking water;2001;778.457;60.797.056.568;Unimproved;0.0778457
ECU;Ecuador;urban;Drinking water;2002;228.675;18.267.691.185;Basic service;0.228675
ECU;Ecuador;urban;Drinking water;2002;0.5665;4.525.481.147;Limited service;0.005665
ECU;Ecuador;urban;Drinking water;2002;6.901.536;55.132.887.961;Safely managed service;0.6901536
ECU;Ecuador;urban;Drinking water;2002;0.28459;2.273.479.377;Surface water;0.0028459
ECU;Ecuador;urban;Drinking water;2002;726.604;5.804.475.202;Unimproved;0.0726604
ECU;Ecuador;urban;Drinking water;2003;2.303.541;187.871.136.657;Basic service;0.2303541
ECU;Ecuador;urban;Drinking water;2003;0.53002;4.322.744.417;Limited service;0.0053002
ECU;Ecuador;urban;Drinking water;2003;6.940.245;566.029.310.647;Safely managed service;0.6940245
ECU;Ecuador;urban;Drinking water;2003;0.2742;22.362.926;Surface water;0.002742
ECU;Ecuador;urban;Drinking water;2003;675.792;55.115.911.918;Unimproved;0.0675792
ECU;Ecuador;urban;Drinking water;2004;2.320.376;193.186.881.504;Basic service;0.2320376
ECU;Ecuador;urban;Drinking water;2004;0.49311;410.543.451;Limited service;0.0049311
ECU;Ecuador;urban;Drinking water;2004;6.978.954;581.044.660.226;Safely managed service;0.6978954
ECU;Ecuador;urban;Drinking water;2004;0.2638;2.196.329.075;Surface water;0.002638
ECU;Ecuador;urban;Drinking water;2004;624.979;52.033.700.194;Unimproved;0.0624979
ECU;Ecuador;urban;Drinking water;2005;2.337.256;198.610.934.377;Basic service;0.2337256
ECU;Ecuador;urban;Drinking water;2005;0.45574;3.872.744.099;Limited service;0.0045574
ECU;Ecuador;urban;Drinking water;2005;7.017.663;596.333.732.369;Safely managed service;0.7017663
ECU;Ecuador;urban;Drinking water;2005;0.25341;2.153.346.037;Surface water;0.0025341
ECU;Ecuador;urban;Drinking water;2005;574.167;48.790.443.583;Unimproved;0.0574167
ECU;Ecuador;urban;Drinking water;2006;235.418;204.168.318.693;Basic service;0.235418
ECU;Ecuador;urban;Drinking water;2006;0.41794;3.624.639.648;Limited service;0.0041794
ECU;Ecuador;urban;Drinking water;2006;7.056.371;61.197.007.858;Safely managed service;0.7056371
ECU;Ecuador;urban;Drinking water;2006;0.24301;2.107.525.495;Surface water;0.0024301
ECU;Ecuador;urban;Drinking water;2006;523.354;45.388.334.337;Unimproved;0.0523354
ECU;Ecuador;urban;Drinking water;2007;2.371.148;20.986.929.635;Basic service;0.2371148
ECU;Ecuador;urban;Drinking water;2007;0.3797;33.606.807;Limited service;0.003797
ECU;Ecuador;urban;Drinking water;2007;709.508;627.982.623.679;Safely managed service;0.709508
ECU;Ecuador;urban;Drinking water;2007;0.23261;2.058.856.069;Surface water;0.0023261
ECU;Ecuador;urban;Drinking water;2007;472.541;41.824.437.664;Unimproved;0.0472541
ECU;Ecuador;urban;Drinking water;2008;238.816;2.156.867.674;Basic service;0.238816
ECU;Ecuador;urban;Drinking water;2008;0.34101;3.079.826.254;Limited service;0.0034101
ECU;Ecuador;urban;Drinking water;2008;7.133.789;644.288.489.619;Safely managed service;0.7133789
ECU;Ecuador;urban;Drinking water;2008;0.22222;2.006.961.498;Surface water;0.0022222
ECU;Ecuador;urban;Drinking water;2008;421.729;38.088.448.912;Unimproved;0.0421729
ECU;Ecuador;urban;Drinking water;2009;2.405.216;221.604.379.688;Basic service;0.2405216
ECU;Ecuador;urban;Drinking water;2009;0.30188;2.781.361.994;Limited service;0.0030188
ECU;Ecuador;urban;Drinking water;2009;7.172.498;660.837.413.726;Safely managed service;0.7172498
ECU;Ecuador;urban;Drinking water;2009;0.21182;1.951.618.016;Surface water;0.0021182
ECU;Ecuador;urban;Drinking water;2009;370.916;34.174.321.092;Unimproved;0.0370916
ECU;Ecuador;urban;Drinking water;2010;2.422.317;227.624.419.692;Basic service;0.2422317
ECU;Ecuador;urban;Drinking water;2010;0.26231;2.464.891.552;Limited service;0.0026231
ECU;Ecuador;urban;Drinking water;2010;7.211.206;677.634.962.269;Safely managed service;0.7211206
ECU;Ecuador;urban;Drinking water;2010;0.20143;1.892.791.588;Surface water;0.0020143
ECU;Ecuador;urban;Drinking water;2010;320.103;30.080.031.953;Unimproved;0.0320103
ECU;Ecuador;urban;Drinking water;2011;2.439.462;233.628.827.304;Basic service;0.2439462
ECU;Ecuador;urban;Drinking water;2011;0.22229;2.128.909.079;Limited service;0.0022229
ECU;Ecuador;urban;Drinking water;2011;7.249.915;694.329.001.822;Safely managed service;0.7249915
ECU;Ecuador;urban;Drinking water;2011;0.19103;1.829.503.204;Surface water;0.0019103
ECU;Ecuador;urban;Drinking water;2011;269.291;25.790.159.988;Unimproved;0.0269291
ECU;Ecuador;urban;Drinking water;2012;2.456.651;239.596.888.489;Basic service;0.2456651
ECU;Ecuador;urban;Drinking water;2012;0.18184;177.343.999;Limited service;0.0018184
ECU;Ecuador;urban;Drinking water;2012;7.288.624;710.858.602.151;Safely managed service;0.7288624
ECU;Ecuador;urban;Drinking water;2012;0.18063;1.761.717.243;Surface water;0.0018063
ECU;Ecuador;urban;Drinking water;2012;218.478;21.308.159.766;Unimproved;0.0218478
ECU;Ecuador;urban;Drinking water;2013;2.473.884;245.536.415.106;Basic service;0.2473884
ECU;Ecuador;urban;Drinking water;2013;0.14094;1.398.812.359;Limited service;0.0014094
ECU;Ecuador;urban;Drinking water;2013;7.327.333;727.247.791.643;Safely managed service;0.7327333
ECU;Ecuador;urban;Drinking water;2013;0.17024;1.689.630.802;Surface water;0.0017024
ECU;Ecuador;urban;Drinking water;2013;167.666;16.641.047.021;Unimproved;0.0167666
ECU;Ecuador;urban;Drinking water;2014;2.491.162;251.487.473.415;Basic service;0.2491162
ECU;Ecuador;urban;Drinking water;2014;0.09959;1.005.427.852;Limited service;0.0009959
ECU;Ecuador;urban;Drinking water;2014;7.366.041;743.615.641.384;Safely managed service;0.7366041
ECU;Ecuador;urban;Drinking water;2014;0.15984;1.613.629.511;Surface water;0.0015984
ECU;Ecuador;urban;Drinking water;2014;116.853;11.796.534.739;Unimproved;0.0116853
ECU;Ecuador;urban;Drinking water;2015;2.508.484;257.568.065.138;Basic service;0.2508484
ECU;Ecuador;urban;Drinking water;2015;0.05781;593.595.168;Limited service;0.0005781
ECU;Ecuador;urban;Drinking water;2015;740.475;760.310.699.034;Safely managed service;0.740475
ECU;Ecuador;urban;Drinking water;2015;0.14945;1.534.487.205;Surface water;0.0014945
ECU;Ecuador;urban;Drinking water;2015;0.6604;6.780.952.908;Unimproved;0.006604
ECU;Ecuador;urban;Drinking water;2016;252.585;263.818.102.746;Basic service;0.252585
ECU;Ecuador;urban;Drinking water;2016;0.01558;162.777.721;Limited service;0.0001558
ECU;Ecuador;urban;Drinking water;2016;7.443.459;777.448.874.323;Safely managed service;0.7443459
ECU;Ecuador;urban;Drinking water;2016;0.13905;1.452.332.314;Surface water;0.0013905
ECU;Ecuador;urban;Drinking water;2016;0.15228;1.590.506.498;Unimproved;0.0015228
ECU;Ecuador;urban;Drinking water;2017;2.534.793;269.472.434.001;Basic service;0.2534793
ECU;Ecuador;urban;Drinking water;2017;0;0;Limited service;0
ECU;Ecuador;urban;Drinking water;2017;7.465.207;793.621.975.654;Safely managed service;0.7465207
ECU;Ecuador;urban;Drinking water;2017;0;0;Surface water;0
ECU;Ecuador;urban;Drinking water;2017;0;0;Unimproved;0
ECU;Ecuador;urban;Drinking water;2018;2.534.793;275.267.680.749;Basic service;0.2534793
ECU;Ecuador;urban;Drinking water;2018;0;0;Limited service;0
ECU;Ecuador;urban;Drinking water;2018;7.465.207;810.689.529.114;Safely managed service;0.7465207
ECU;Ecuador;urban;Drinking water;2018;0;0;Surface water;0
ECU;Ecuador;urban;Drinking water;2018;0;0;Unimproved;0
ECU;Ecuador;urban;Drinking water;2019;2.534.793;281.300.310.869;Basic service;0.2534793
ECU;Ecuador;urban;Drinking water;2019;0;0;Limited service;0
ECU;Ecuador;urban;Drinking water;2019;7.465.207;82.845.619.921;Safely managed service;0.7465207
ECU;Ecuador;urban;Drinking water;2019;0;0;Surface water;0
ECU;Ecuador;urban;Drinking water;2019;0;0;Unimproved;0
ECU;Ecuador;urban;Drinking water;2020;2.534.793;286.074.137.393;Basic service;0.2534793
ECU;Ecuador;urban;Drinking water;2020;0;0;Limited service;0
ECU;Ecuador;urban;Drinking water;2020;7.465.207;842.515.572.857;Safely managed service;0.7465207
ECU;Ecuador;urban;Drinking water;2020;0;0;Surface water;0
ECU;Ecuador;urban;Drinking water;2020;0;0;Unimproved;0
ECU;Ecuador;urban;Drinking water;2021;2.534.793;290.355.529.663;Basic service;0.2534793
ECU;Ecuador;urban;Drinking water;2021;0;0;Limited service;0
ECU;Ecuador;urban;Drinking water;2021;7.465.207;85.512.468.074;Safely managed service;0.7465207
ECU;Ecuador;urban;Drinking water;2021;0;0;Surface water;0
ECU;Ecuador;urban;Drinking water;2021;0;0;Unimproved;0
ECU;Ecuador;urban;Drinking water;2022;2.534.793;294.625.211.189;Basic service;0.2534793
ECU;Ecuador;urban;Drinking water;2022;0;0;Limited service;0
ECU;Ecuador;urban;Drinking water;2022;7.465.207;867.699.299.367;Safely managed service;0.7465207
ECU;Ecuador;urban;Drinking water;2022;0;0;Surface water;0
ECU;Ecuador;urban;Drinking water;2022;0;0;Unimproved;0
SLV;El Salvador;urban;Drinking water;2000;916.948;32.187.280.728;Basic service;0.0916948
SLV;El Salvador;urban;Drinking water;2000;283.062;993.621.654;Limited service;0.0283062
SLV;El Salvador;urban;Drinking water;2000;8.433.012;296.020.709.984;Safely managed service;0.8433012
SLV;El Salvador;urban;Drinking water;2000;0.61503;2.158.921.605;Surface water;0.0061503
SLV;El Salvador;urban;Drinking water;2000;305.475;10.722.952.144;Unimproved;0.0305475
SLV;El Salvador;urban;Drinking water;2001;916.948;3.265.034.151;Basic service;0.0916948
SLV;El Salvador;urban;Drinking water;2001;283.062;10.079.163.446;Limited service;0.0283062
SLV;El Salvador;urban;Drinking water;2001;8.433.012;300.279.397.845;Safely managed service;0.8433012
SLV;El Salvador;urban;Drinking water;2001;0.61503;2.189.980.828;Surface water;0.0061503
SLV;El Salvador;urban;Drinking water;2001;305.475;10.877.217.385;Unimproved;0.0305475
SLV;El Salvador;urban;Drinking water;2002;979.608;35.340.410.889;Basic service;0.0979608
SLV;El Salvador;urban;Drinking water;2002;263.884;9.519.910.365;Limited service;0.0263884
SLV;El Salvador;urban;Drinking water;2002;8.407.589;303.312.711.577;Safely managed service;0.8407589
SLV;El Salvador;urban;Drinking water;2002;0.60134;2.169.414.124;Surface water;0.0060134
SLV;El Salvador;urban;Drinking water;2002;288.784;10.418.203.027;Unimproved;0.0288784
SLV;El Salvador;urban;Drinking water;2003;1.042.496;38.050.277.463;Basic service;0.1042496
SLV;El Salvador;urban;Drinking water;2003;244.633;8.928.907.404;Limited service;0.0244633
SLV;El Salvador;urban;Drinking water;2003;8.382.011;305.936.694.153;Safely managed service;0.8382011
SLV;El Salvador;urban;Drinking water;2003;0.58766;2.144.901.787;Surface water;0.0058766
SLV;El Salvador;urban;Drinking water;2003;272.094;9.931.220.179;Unimproved;0.0272094
SLV;El Salvador;urban;Drinking water;2004;1.105.612;4.077.727.144;Basic service;0.1105612
SLV;El Salvador;urban;Drinking water;2004;225.308;830.981.842;Limited service;0.0225308
SLV;El Salvador;urban;Drinking water;2004;8.356.279;308.196.909.999;Safely managed service;0.8356279
SLV;El Salvador;urban;Drinking water;2004;0.57397;2.116.920.337;Surface water;0.0057397
SLV;El Salvador;urban;Drinking water;2004;255.404;9.419.830.381;Unimproved;0.0255404
SLV;El Salvador;urban;Drinking water;2005;1.168.956;43.510.811.113;Basic service;0.1168956
SLV;El Salvador;urban;Drinking water;2005;205.909;7.664.325.512;Limited service;0.0205909
SLV;El Salvador;urban;Drinking water;2005;8.330.393;310.073.339.544;Safely managed service;0.8330393
SLV;El Salvador;urban;Drinking water;2005;0.56028;208.548.073;Surface water;0.0056028
SLV;El Salvador;urban;Drinking water;2005;238.714;8.885.391.814;Unimproved;0.0238714
SLV;El Salvador;urban;Drinking water;2006;1.232.528;46.252.282.398;Basic service;0.1232528
SLV;El Salvador;urban;Drinking water;2006;186.436;6.996.267.205;Limited service;0.0186436
SLV;El Salvador;urban;Drinking water;2006;8.304.352;311.631.988.372;Safely managed service;0.8304352
SLV;El Salvador;urban;Drinking water;2006;0.5466;2.051.173.093;Surface water;0.005466
SLV;El Salvador;urban;Drinking water;2006;222.024;8.331.737.868;Unimproved;0.0222024
SLV;El Salvador;urban;Drinking water;2007;1.296.329;49.184.558.733;Basic service;0.1296329
SLV;El Salvador;urban;Drinking water;2007;16.689;6.332.033.822;Limited service;0.0016689
SLV;El Salvador;urban;Drinking water;2007;8.278.157;314.085.130.732;Safely managed service;0.8278157
SLV;El Salvador;urban;Drinking water;2007;0.53291;2.021.930.112;Surface water;0.0053291
SLV;El Salvador;urban;Drinking water;2007;205.334;7.790.647.906;Unimproved;0.0205334
SLV;El Salvador;urban;Drinking water;2008;1.360.357;52.564.786.003;Basic service;0.1360357
SLV;El Salvador;urban;Drinking water;2008;147.269;5.690.558.491;Limited service;0.0147269
SLV;El Salvador;urban;Drinking water;2008;8.251.808;31.885.352.767;Safely managed service;0.8251808
SLV;El Salvador;urban;Drinking water;2008;0.51922;2.006.292.996;Surface water;0.0051922
SLV;El Salvador;urban;Drinking water;2008;188.643;7.289.263.406;Unimproved;0.0188643
SLV;El Salvador;urban;Drinking water;2009;1.424.613;5.603.117.269;Basic service;0.1424613
SLV;El Salvador;urban;Drinking water;2009;127.576;5.017.647.807;Limited service;0.0127576
SLV;El Salvador;urban;Drinking water;2009;8.225.305;323.507.819.229;Safely managed service;0.8225305
SLV;El Salvador;urban;Drinking water;2009;0.50553;1.988.304.778;Surface water;0.0050553
SLV;El Salvador;urban;Drinking water;2009;171.953;6.763.057.197;Unimproved;0.0171953
SLV;El Salvador;urban;Drinking water;2010;1.489.097;59.590.067.066;Basic service;0.1489097
SLV;El Salvador;urban;Drinking water;2010;107.808;4.314.207.446;Limited service;0.0107808
SLV;El Salvador;urban;Drinking water;2010;8.198.647;328.089.974.006;Safely managed service;0.8198647
SLV;El Salvador;urban;Drinking water;2010;0.49185;1.968.250.564;Surface water;0.0049185
SLV;El Salvador;urban;Drinking water;2010;155.263;6.213.250.492;Unimproved;0.0155263
SLV;El Salvador;urban;Drinking water;2011;155.381;63.249.336.469;Basic service;0.155381
SLV;El Salvador;urban;Drinking water;2011;0.87966;3.580.755.472;Limited service;0.0087966
SLV;El Salvador;urban;Drinking water;2011;8.171.835;332.642.470.427;Safely managed service;0.8171835
SLV;El Salvador;urban;Drinking water;2011;0.47816;1.946.393.802;Surface water;0.0047816
SLV;El Salvador;urban;Drinking water;2011;138.573;5.640.743.502;Unimproved;0.0138573
SLV;El Salvador;urban;Drinking water;2012;161.875;67.009.552.835;Basic service;0.161875
SLV;El Salvador;urban;Drinking water;2012;0.68051;2.817.034.156;Limited service;0.0068051
SLV;El Salvador;urban;Drinking water;2012;8.144.869;337.163.784.391;Safely managed service;0.8144869
SLV;El Salvador;urban;Drinking water;2012;0.46447;1.922.721.708;Surface water;0.0046447
SLV;El Salvador;urban;Drinking water;2012;121.883;5.045.439.024;Unimproved;0.0121883
SLV;El Salvador;urban;Drinking water;2013;1.683.919;70.867.114.504;Basic service;0.1683919
SLV;El Salvador;urban;Drinking water;2013;0.48062;2.022.677.513;Limited service;0.0048062
SLV;El Salvador;urban;Drinking water;2013;8.117.748;341.632.459.311;Safely managed service;0.8117748
SLV;El Salvador;urban;Drinking water;2013;0.45078;1.897.111.464;Surface water;0.0045078
SLV;El Salvador;urban;Drinking water;2013;105.193;4.426.990.208;Unimproved;0.0105193
SLV;El Salvador;urban;Drinking water;2014;1.749.315;74.813.831.125;Basic service;0.1749315
SLV;El Salvador;urban;Drinking water;2014;0.27999;1.197.464.039;Limited service;0.0027999
SLV;El Salvador;urban;Drinking water;2014;8.090.473;346.009.221.291;Safely managed service;0.8090473
SLV;El Salvador;urban;Drinking water;2014;0.4371;1.869.356.647;Surface water;0.004371
SLV;El Salvador;urban;Drinking water;2014;0.88502;378.502.507;Unimproved;0.0088502
SLV;El Salvador;urban;Drinking water;2015;181.494;7.882.381.749;Basic service;0.181494
SLV;El Salvador;urban;Drinking water;2015;0.07863;341.490.175;Limited service;0.0007863
SLV;El Salvador;urban;Drinking water;2015;8.063.044;350.182.259.651;Safely managed service;0.8063044
SLV;El Salvador;urban;Drinking water;2015;0.42341;1.838.893.563;Surface water;0.0042341
SLV;El Salvador;urban;Drinking water;2015;0.71812;311.884.305;Unimproved;0.0071812
SLV;El Salvador;urban;Drinking water;2016;1.868.446;82.336.268.525;Basic service;0.1868446
SLV;El Salvador;urban;Drinking water;2016;0;0;Limited service;0
SLV;El Salvador;urban;Drinking water;2016;803.546;354.096.368.528;Safely managed service;0.803546
SLV;El Salvador;urban;Drinking water;2016;0.40972;1.805.515.335;Surface water;0.0040972
SLV;El Salvador;urban;Drinking water;2016;0.55122;2.429.048.511;Unimproved;0.0055122
SLV;El Salvador;urban;Drinking water;2017;1.914.242;85.500.735.832;Basic service;0.1914242
SLV;El Salvador;urban;Drinking water;2017;0;0;Limited service;0
SLV;El Salvador;urban;Drinking water;2017;8.007.722;357.669.514.309;Safely managed service;0.8007722
SLV;El Salvador;urban;Drinking water;2017;0.39604;176.891.697;Surface water;0.0039604
SLV;El Salvador;urban;Drinking water;2017;0.38432;1.716.582.886;Unimproved;0.0038432
SLV;El Salvador;urban;Drinking water;2018;1.960.193;88.608.770.629;Basic service;0.1960193
SLV;El Salvador;urban;Drinking water;2018;0;0;Limited service;0
SLV;El Salvador;urban;Drinking water;2018;797.983;360.720.990.469;Safely managed service;0.797983
SLV;El Salvador;urban;Drinking water;2018;0.38235;1.728.372.371;Surface water;0.0038235
SLV;El Salvador;urban;Drinking water;2018;0.21742;982.815.498;Unimproved;0.0021742
SLV;El Salvador;urban;Drinking water;2019;2.006.299;91.659.908.703;Basic service;0.2006299
SLV;El Salvador;urban;Drinking water;2019;0;0;Limited service;0
SLV;El Salvador;urban;Drinking water;2019;7.951.783;363.285.733.604;Safely managed service;0.7951783
SLV;El Salvador;urban;Drinking water;2019;0.36866;1.684.269.005;Surface water;0.0036866
SLV;El Salvador;urban;Drinking water;2019;0.05052;230.786.495;Unimproved;0.0005052
SLV;El Salvador;urban;Drinking water;2020;2.050.172;9.475.145.557;Basic service;0.2050172
SLV;El Salvador;urban;Drinking water;2020;0;0;Limited service;0
SLV;El Salvador;urban;Drinking water;2020;7.914.371;365.773.238.541;Safely managed service;0.7914371
SLV;El Salvador;urban;Drinking water;2020;0.35456;1.638.653.267;Surface water;0.0035456
SLV;El Salvador;urban;Drinking water;2020;0;0;Unimproved;0
SLV;El Salvador;urban;Drinking water;2021;2.093.043;97.953.056.776;Basic service;0.2093043
SLV;El Salvador;urban;Drinking water;2021;0;0;Limited service;0
SLV;El Salvador;urban;Drinking water;2021;7.872.924;368.447.706.663;Safely managed service;0.7872924
SLV;El Salvador;urban;Drinking water;2021;0.34032;1.592.688.509;Surface water;0.0034032
SLV;El Salvador;urban;Drinking water;2021;0;0;Unimproved;0
SLV;El Salvador;urban;Drinking water;2022;2.142.914;101.521.194.055;Basic service;0.2142914
SLV;El Salvador;urban;Drinking water;2022;0;0;Limited service;0
SLV;El Salvador;urban;Drinking water;2022;7.857.086;372.231.808.292;Safely managed service;0.7857086
SLV;El Salvador;urban;Drinking water;2022;0;0;Surface water;0
SLV;El Salvador;urban;Drinking water;2022;0;0;Unimproved;0
GTM;Guatemala;urban;Drinking water;2000;3.961.295;210.745.465.951;Basic service;0.3961295
GTM;Guatemala;urban;Drinking water;2000;0.3537;1.881.708.529;Limited service;0.003537
GTM;Guatemala;urban;Drinking water;2000;5.562.748;29.594.460.629;Safely managed service;0.5562748
GTM;Guatemala;urban;Drinking water;2000;0.35673;1.897.834.641;Surface water;0.0035673
GTM;Guatemala;urban;Drinking water;2000;404.915;21.541.942.019;Unimproved;0.0404915
GTM;Guatemala;urban;Drinking water;2001;3.914.924;21.470.845.941;Basic service;0.3914924
GTM;Guatemala;urban;Drinking water;2001;0.34921;1.915.193.564;Limited service;0.0034921
GTM;Guatemala;urban;Drinking water;2001;5.620.954;308.273.252.608;Safely managed service;0.5620954
GTM;Guatemala;urban;Drinking water;2001;0.34657;1.900.716.712;Surface water;0.0034657
GTM;Guatemala;urban;Drinking water;2001;394.544;21.638.221.074;Unimproved;0.0394544
GTM;Guatemala;urban;Drinking water;2002;3.868.431;218.719.103.887;Basic service;0.3868431
GTM;Guatemala;urban;Drinking water;2002;0.34471;1.948.981.783;Limited service;0.0034471
GTM;Guatemala;urban;Drinking water;2002;5.679.282;321.103.672.667;Safely managed service;0.5679282
GTM;Guatemala;urban;Drinking water;2002;0.33641;1.902.060.778;Surface water;0.0033641
GTM;Guatemala;urban;Drinking water;2002;384.174;21.720.973.732;Unimproved;0.0384174
GTM;Guatemala;urban;Drinking water;2003;3.821.818;222.521.747.705;Basic service;0.3821818
GTM;Guatemala;urban;Drinking water;2003;0.3402;1.980.791.266;Limited service;0.003402
GTM;Guatemala;urban;Drinking water;2003;5.737.734;334.074.156.112;Safely managed service;0.5737734
GTM;Guatemala;urban;Drinking water;2003;0.32626;1.899.590.436;Surface water;0.0032626
GTM;Guatemala;urban;Drinking water;2003;373.803;21.764.321.634;Unimproved;0.0373803
GTM;Guatemala;urban;Drinking water;2004;3.775.082;226.176.167.942;Basic service;0.3775082
GTM;Guatemala;urban;Drinking water;2004;0.33568;2.011.154.744;Limited service;0.0033568
GTM;Guatemala;urban;Drinking water;2004;5.796.308;347.273.703.498;Safely managed service;0.5796308
GTM;Guatemala;urban;Drinking water;2004;0.3161;1.893.832.962;Surface water;0.003161
GTM;Guatemala;urban;Drinking water;2004;363.432;21.774.282.723;Unimproved;0.0363432
GTM;Guatemala;urban;Drinking water;2005;3.728.225;229.695.827.019;Basic service;0.3728225
GTM;Guatemala;urban;Drinking water;2005;0.33115;2.040.190.477;Limited service;0.0033115
GTM;Guatemala;urban;Drinking water;2005;5.855.005;360.726.668.751;Safely managed service;0.5855005
GTM;Guatemala;urban;Drinking water;2005;0.30594;1.884.895.409;Surface water;0.0030594
GTM;Guatemala;urban;Drinking water;2005;353.062;2.175.210.976;Unimproved;0.0353062
GTM;Guatemala;urban;Drinking water;2006;3.681.247;233.096.403.764;Basic service;0.3681247
GTM;Guatemala;urban;Drinking water;2006;0.3266;2.068.036.176;Limited service;0.003266
GTM;Guatemala;urban;Drinking water;2006;5.913.824;374.463.152.183;Safely managed service;0.5913824
GTM;Guatemala;urban;Drinking water;2006;0.29578;1.872.892.991;Surface water;0.0029578
GTM;Guatemala;urban;Drinking water;2006;342.691;21.699.171.981;Unimproved;0.0342691
GTM;Guatemala;urban;Drinking water;2007;3.634.146;236.473.306.446;Basic service;0.3634146
GTM;Guatemala;urban;Drinking water;2007;0.32204;2.095.535.792;Limited service;0.0032204
GTM;Guatemala;urban;Drinking water;2007;5.972.767;388.646.973.109;Safely managed service;0.5972767
GTM;Guatemala;urban;Drinking water;2007;0.28562;1.858.555.749;Surface water;0.0028562
GTM;Guatemala;urban;Drinking water;2007;33.232;21.624.019.502;Unimproved;0.033232
GTM;Guatemala;urban;Drinking water;2008;3.586.924;239.719.750.727;Basic service;0.3586924
GTM;Guatemala;urban;Drinking water;2008;0.31748;2.121.738.632;Limited service;0.0031748
GTM;Guatemala;urban;Drinking water;2008;6.031.832;403.116.725.272;Safely managed service;0.6031832
GTM;Guatemala;urban;Drinking water;2008;0.27547;1.840.989.886;Surface water;0.0027547
GTM;Guatemala;urban;Drinking water;2008;321.949;2.151.638.572;Unimproved;0.0321949
GTM;Guatemala;urban;Drinking water;2009;3.539.581;242.792.163.634;Basic service;0.3539581
GTM;Guatemala;urban;Drinking water;2009;0.3129;2.146.257.612;Limited service;0.003129
GTM;Guatemala;urban;Drinking water;2009;609.102;417.804.165.364;Safely managed service;0.609102
GTM;Guatemala;urban;Drinking water;2009;0.26531;1.819.850.088;Surface water;0.0026531
GTM;Guatemala;urban;Drinking water;2009;311.579;21.372.270.663;Unimproved;0.0311579
GTM;Guatemala;urban;Drinking water;2010;3.492.116;245.820.777.662;Basic service;0.3492116
GTM;Guatemala;urban;Drinking water;2010;0.3083;2.170.242.435;Limited service;0.003083
GTM;Guatemala;urban;Drinking water;2010;615.033;43.294.061.322;Safely managed service;0.615033
GTM;Guatemala;urban;Drinking water;2010;0.25515;1.796.092.595;Surface water;0.0025515
